,Male,Female,Infant,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
121,0.0,0.0,1.0,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,2.0
122,0.0,1.0,0.0,0.515,0.425,0.14,0.7659999999999999,0.304,0.1725,0.255,3.0
123,1.0,0.0,0.0,0.37,0.265,0.080625,0.214,0.09,0.051,0.07,1.0
124,0.0,0.0,1.0,0.36,0.28,0.08,0.1755,0.07996875,0.0505,0.07,1.0
125,0.0,0.0,1.0,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,1.0
126,0.0,0.0,1.0,0.3715625,0.275,0.09,0.238,0.1075,0.0545,0.072359375,1.0
127,0.0,0.0,1.0,0.385,0.29,0.085,0.2505,0.112,0.061,0.075421875,2.0
128,1.0,0.0,0.0,0.7,0.535,0.16,1.7255,0.63,0.2635,0.4303125,4.0
129,1.0,0.0,0.0,0.71,0.5378125,0.165,1.959,0.7665,0.261,0.78,3.0
130,1.0,0.0,0.0,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,3.0
131,0.0,1.0,0.0,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,2.0
132,0.0,1.0,0.0,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,2.0
133,0.0,0.0,1.0,0.35,0.26,0.095,0.211,0.09618750000000001,0.05599999999999999,0.068,2.0
134,0.0,0.0,1.0,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,2.0
135,0.0,1.0,0.0,0.425,0.33781249999999996,0.115,0.41221874999999997,0.1635,0.09253125000000001,0.1355,2.0
136,0.0,1.0,0.0,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,2.0
137,1.0,0.0,0.0,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,2.0
138,0.0,1.0,0.0,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,2.0
139,1.0,0.0,0.0,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,2.0
140,0.0,1.0,0.0,0.565,0.445,0.155,0.826,0.341,0.2055,0.246859375,2.0
141,0.0,1.0,0.0,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,2.0
142,1.0,0.0,0.0,0.65,0.52,0.19,1.3445,0.519,0.28054687500000003,0.4465,3.0
143,1.0,0.0,0.0,0.56,0.455,0.155,0.797,0.34,0.19,0.24782812499999998,2.0
144,1.0,0.0,0.0,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,2.0
145,0.0,1.0,0.0,0.49,0.38,0.125,0.5489999999999999,0.245,0.1075,0.174,2.0
146,1.0,0.0,0.0,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,2.0
147,0.0,0.0,1.0,0.28,0.205,0.08,0.127,0.052,0.039,0.042,2.0
148,0.0,0.0,1.0,0.175,0.13,0.041875,0.0315,0.0105,0.0065,0.0125,1.0
149,0.0,0.0,1.0,0.17,0.13,0.095,0.03,0.013,0.008,0.01,1.0
150,1.0,0.0,0.0,0.58453125,0.475,0.145,1.053,0.4415,0.262,0.325,3.0
151,0.0,1.0,0.0,0.605,0.5,0.16109375,1.1185,0.469,0.2585,0.330703125,2.0
152,0.0,1.0,0.0,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,2.0
153,0.0,1.0,0.0,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,2.0
154,0.0,1.0,0.0,0.565,0.45,0.135,0.9885,0.387,0.1495,0.26390625,2.0
155,1.0,0.0,0.0,0.515,0.41609375,0.13,0.722,0.32,0.131,0.21,2.0
156,0.0,1.0,0.0,0.575,0.46,0.19,0.9940000000000001,0.392,0.2425,0.34,3.0
157,1.0,0.0,0.0,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,3.0
158,0.0,1.0,0.0,0.58,0.455,0.1615625,0.9075,0.348546875,0.2135,0.285,3.0
159,0.0,1.0,0.0,0.575,0.48171875000000003,0.165,1.124,0.4439375,0.1785,0.44,3.0
160,1.0,0.0,0.0,0.605,0.46421875,0.165,1.056,0.4215,0.2475,0.33778125000000003,3.0
161,0.0,1.0,0.0,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,3.0
162,1.0,0.0,0.0,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,2.0
163,0.0,1.0,0.0,0.725,0.56,0.21,2.141,0.65,0.366296875,1.005,3.0
164,0.0,1.0,0.0,0.65,0.5210937499999999,0.23,1.5350625,0.5605,0.2895,0.815,3.0
165,1.0,0.0,0.0,0.725,0.57,0.19,2.55,0.641546875,0.483,0.725,3.0
166,0.0,1.0,0.0,0.725,0.575,0.175,2.124,0.765,0.4515,0.508421875,4.0
167,0.0,1.0,0.0,0.68,0.57,0.205,1.842,0.625,0.408,0.65,4.0
168,1.0,0.0,0.0,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,3.0
169,0.0,1.0,0.0,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,2.0
170,1.0,0.0,0.0,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,3.0
171,0.0,1.0,0.0,0.53,0.395,0.145,0.775,0.32812500000000006,0.169,0.255,2.0
172,1.0,0.0,0.0,0.525,0.45796875000000004,0.15406250000000002,1.065,0.486,0.233,0.285,2.0
173,0.0,1.0,0.0,0.52,0.405,0.115,0.7759999999999999,0.35150000000000003,0.1845,0.22,2.0
174,0.0,0.0,1.0,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,1.0
175,0.0,0.0,1.0,0.36,0.26140625000000006,0.09,0.1785,0.0645,0.03700000000000001,0.075,2.0
176,0.0,0.0,1.0,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,1.0
177,0.0,0.0,1.0,0.3196875,0.245,0.085,0.1435,0.053,0.0475,0.05,2.0
178,0.0,0.0,1.0,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,1.0
179,1.0,0.0,0.0,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,2.0
180,1.0,0.0,0.0,0.569375,0.48,0.18,0.9395,0.399,0.2,0.295,3.0
181,1.0,0.0,0.0,0.64,0.48765625,0.175,1.268421875,0.515,0.266,0.57,4.0
182,0.0,1.0,0.0,0.56,0.45,0.16,1.024890625,0.429,0.268,0.3,2.0
183,0.0,1.0,0.0,0.62,0.475,0.175,1.0165,0.4674375,0.214,0.2996875,2.0
184,0.0,1.0,0.0,0.645,0.51,0.2,1.5675,0.621,0.337703125,0.46,2.0
185,1.0,0.0,0.0,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,3.0
186,0.0,1.0,0.0,0.63,0.48,0.15,1.0525,0.392,0.22959374999999999,0.285,2.0
187,0.0,1.0,0.0,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,2.0
188,0.0,1.0,0.0,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,2.0
189,0.0,1.0,0.0,0.5762499999999999,0.46,0.17,0.9325,0.365,0.271,0.29,2.0
190,1.0,0.0,0.0,0.615,0.47546875,0.18,1.1595,0.4845,0.2165,0.325,3.0
191,1.0,0.0,0.0,0.61,0.485,0.17,1.0225,0.499046875,0.2405,0.36,2.0
192,1.0,0.0,0.0,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,3.0
193,0.0,0.0,1.0,0.355,0.275,0.085,0.22,0.092,0.06,0.15,2.0
194,0.0,1.0,0.0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,2.0
195,1.0,0.0,0.0,0.5,0.405,0.155,0.772,0.346,0.168546875,0.245,2.0
196,0.0,1.0,0.0,0.505,0.41,0.15,0.644,0.285,0.145,0.21,2.0
197,1.0,0.0,0.0,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,3.0
198,1.0,0.0,0.0,0.56,0.44265625,0.16,0.922,0.4320000000000001,0.178,0.26,3.0
199,1.0,0.0,0.0,0.585,0.45218749999999996,0.185,0.922,0.3635,0.213,0.285,2.0
200,0.0,1.0,0.0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,2.0
201,1.0,0.0,0.0,0.5,0.4,0.165,0.825,0.30485937500000004,0.205,0.285,3.0
202,0.0,1.0,0.0,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,2.0
203,0.0,1.0,0.0,0.53,0.435,0.15078125000000003,0.8155,0.2985,0.155,0.275,3.0
204,1.0,0.0,0.0,0.42,0.335,0.115,0.369,0.171,0.071,0.12,2.0
205,0.0,1.0,0.0,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,2.0
206,0.0,0.0,1.0,0.4,0.3,0.11,0.315,0.109,0.067,0.12,2.0
207,0.0,0.0,1.0,0.435,0.3303125,0.11,0.3795,0.1495,0.07784375,0.12,2.0
208,0.0,1.0,0.0,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,3.0
209,0.0,0.0,1.0,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,2.0
210,0.0,1.0,0.0,0.49,0.365,0.135625,0.6345,0.1995,0.1625,0.22,2.0
211,1.0,0.0,0.0,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,2.0
212,0.0,1.0,0.0,0.415,0.325,0.11734375,0.38,0.1595,0.0785,0.12,2.0
213,1.0,0.0,0.0,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,2.0
214,0.0,1.0,0.0,0.485,0.395,0.16,0.66,0.247296875,0.128,0.235,3.0
215,1.0,0.0,0.0,0.55,0.405,0.14218750000000002,0.8025,0.244,0.1635,0.255,2.0
216,1.0,0.0,0.0,0.45,0.35,0.1140625,0.46,0.174,0.111,0.135,2.0
217,0.0,0.0,1.0,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,2.0
218,1.0,0.0,0.0,0.47,0.36,0.135,0.49403125,0.1665,0.115,0.1601875,2.0
219,0.0,1.0,0.0,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,2.0
220,0.0,1.0,0.0,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,2.0
221,0.0,1.0,0.0,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,2.0
222,0.0,1.0,0.0,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,2.0
223,0.0,1.0,0.0,0.445,0.355,0.15,0.485,0.181,0.125,0.155,2.0
224,0.0,0.0,1.0,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,2.0
225,0.0,1.0,0.0,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,2.0
226,0.0,1.0,0.0,0.39,0.29,0.125,0.3055,0.121,0.08199999999999999,0.09,2.0
227,0.0,0.0,1.0,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,2.0
228,0.0,1.0,0.0,0.58,0.465,0.165,1.1015,0.48226562500000003,0.2095,0.35,2.0
229,0.0,1.0,0.0,0.53,0.415,0.16,0.7829999999999999,0.2935,0.158,0.26009375,3.0
230,1.0,0.0,0.0,0.555,0.445,0.15140625000000002,0.836,0.336,0.1865,0.275,3.0
231,1.0,0.0,0.0,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,3.0
232,1.0,0.0,0.0,0.625,0.505,0.215,1.1843124999999999,0.496,0.287,0.39734375,4.0
233,0.0,0.0,1.0,0.275,0.215,0.075,0.12971875,0.0485,0.0295,0.035,2.0
234,0.0,0.0,1.0,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,2.0
235,0.0,0.0,1.0,0.295,0.225,0.08,0.13696874999999997,0.05509375,0.032,0.04,2.0
236,0.0,0.0,1.0,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1.0
237,0.0,0.0,1.0,0.13,0.1,0.03,0.013,0.0045,0.003,0.00815625,1.0
238,0.0,0.0,1.0,0.17124999999999999,0.12046875,0.03,0.008,0.0025,0.002,0.003,1.0
239,0.0,0.0,1.0,0.16,0.12,0.035,0.021,0.009796875,0.0045,0.008359375,1.0
240,1.0,0.0,0.0,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,3.0
241,0.0,0.0,1.0,0.27,0.2,0.07,0.1,0.034,0.023,0.035,1.0
242,0.0,0.0,1.0,0.23,0.175,0.065,0.0645,0.026,0.0105,0.020078125,1.0
243,0.0,0.0,1.0,0.3,0.23,0.08,0.1275,0.0435,0.029453125,0.0394375,2.0
244,0.0,0.0,1.0,0.33,0.255,0.085,0.1655,0.063,0.039,0.05521875,2.0
245,0.0,0.0,1.0,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,2.0
246,0.0,0.0,1.0,0.32,0.245,0.08,0.1585,0.2219375,0.0325,0.05,3.0
247,0.0,0.0,1.0,0.36,0.26765625000000004,0.085,0.1975,0.0745,0.0415,0.07,2.0
248,0.0,0.0,1.0,0.305,0.23703124999999997,0.075,0.156,0.0675,0.038,0.045,2.0
249,0.0,0.0,1.0,0.345,0.27,0.0925,0.2135,0.08199999999999999,0.0545,0.07,2.0
250,0.0,0.0,1.0,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,2.0
251,1.0,0.0,0.0,0.59,0.47,0.18,1.1235,0.44451562499999997,0.2805,0.36,3.0
252,0.0,1.0,0.0,0.5987499999999999,0.455,0.155,1.0605,0.5135,0.2165,0.3,2.0
253,0.0,1.0,0.0,0.575,0.46,0.185,1.0691562499999998,0.4485,0.217,0.345,3.0
254,1.0,0.0,0.0,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,3.0
255,1.0,0.0,0.0,0.56,0.45,0.175,1.011,0.3835,0.2065,0.32137499999999997,3.0
256,1.0,0.0,0.0,0.56,0.47578125,0.16671875,1.07,0.3805,0.175,0.39484375,4.0
257,1.0,0.0,0.0,0.545,0.46,0.16,0.883984375,0.341,0.1655,0.345,2.0
258,0.0,1.0,0.0,0.635,0.505,0.17,1.3248125000000002,0.605,0.297,0.365,3.0
259,0.0,1.0,0.0,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,3.0
260,0.0,1.0,0.0,0.54,0.475,0.155,0.9279999999999999,0.394,0.194,0.27071875,2.0
261,0.0,1.0,0.0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,2.0
262,1.0,0.0,0.0,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,2.0
263,0.0,0.0,1.0,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,1.0
264,1.0,0.0,0.0,0.27,0.2034375,0.08,0.1205,0.0465,0.028,0.04,1.0
265,0.0,1.0,0.0,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,2.0
266,1.0,0.0,0.0,0.52,0.45,0.15,0.895,0.34178125000000004,0.186,0.235,3.0
267,1.0,0.0,0.0,0.35,0.275,0.11,0.26146875,0.1225,0.0635,0.0905,2.0
268,1.0,0.0,0.0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,2.0
269,0.0,1.0,0.0,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,3.0
270,0.0,1.0,0.0,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,4.0
271,1.0,0.0,0.0,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,3.0
272,1.0,0.0,0.0,0.62,0.480625,0.205,1.219,0.3875,0.2505,0.385,3.0
273,1.0,0.0,0.0,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,3.0
274,1.0,0.0,0.0,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,3.0
275,1.0,0.0,0.0,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,4.0
276,0.0,1.0,0.0,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,2.0
277,1.0,0.0,0.0,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,3.0
278,1.0,0.0,0.0,0.635,0.525,0.17421875,1.484,0.55,0.3115,0.43,4.0
279,0.0,1.0,0.0,0.5292187500000001,0.425,0.135,0.7120000000000001,0.2665,0.1605,0.25,2.0
280,0.0,1.0,0.0,0.535,0.415,0.185,0.8415,0.3214375,0.1585,0.3,3.0
